Service description,Service ID,SKU description,SKU ID,Usage amount,Usage unit,List cost ($),Negotiated savings ($),Discounts ($),Promotions & others ($),Unrounded subtotal ($),Subtotal ($),Percent change in subtotal compared to previous period
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Frankfurt to Singapore,B31E-3260-DE8B,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Data Transfer to Google Services from Las Vegas to Las Vegas,B356-41DE-4B66,"1,640.883",gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Las Vegas to Hong Kong,B502-55A3-06E8,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Jakarta to EMEA,B53A-FB7E-F1F2,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Japan to Finland,B575-9123-C3BC,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Sao Paulo,B62C-9514-EC43,0.052,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Finland to Japan,B685-8C52-E78F,0.003,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Turin,B773-4224-2BD2,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Israel to Japan,B8DF-DAF3-6AB2,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Zurich,B9A0-D107-024E,0.014,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from APAC to Americas,BBF8-C07D-1DF4,0.006,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Doha to EMEA,BC06-5C7F-8245,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Americas to Toronto,BC3F-EA6C-3E7E,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Osaka to Americas,BC87-B834-5EAA,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Singapore to Dallas,BC90-4B3A-8A82,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Americas to Los Angeles,BCA2-C190-CC6B,0.01,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Netherlands to EMEA,BD4D-9347-1509,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from London to Los Angeles,BE4C-806E-0C7E,0.005,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Frankfurt to Americas,BE6F-687A-D530,0.002,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Melbourne to Singapore,BEA4-3888-3AF8,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Apac(Excluding Korea and Indonesia) to Seoul,BEAA-E5FE-0A06,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Delhi,BFCE-631E-CFD3,0.002,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Los Angeles to Apac(Excluding Korea and Indonesia),C018-EF25-367F,0.252,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Data Transfer to Google Services from Mexico to Mexico,C05C-F71E-A056,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Data Transfer In from Google Services from Jakarta to Jakarta,C10E-24D5-D5C3,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Singapore to Los Angeles,C119-5266-6796,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Netherlands to Americas,C1BB-5F08-C60D,0.016,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Licensing Fee for Google Container Engine Node (CPU cost),C268-6D50-D598,"113,586.878",hour,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Data Transfer In from Google Services from Milan to Milan,C27E-2861-7F51,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Las Vegas to Japan,C2DC-C7BD-A9D3,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Netherlands,C2F8-6C2C-1847,0.016,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Las Vegas to Finland,C3FE-28FD-96F1,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Middle East to Americas,C4A4-76CD-56D0,1.273,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Data Transfer In from Google Services from Israel to Israel,C4CF-0F8B-5885,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Frankfurt,C581-CEAA-76D6,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Data Transfer to Google Services from Sydney to Sydney,C598-6E1B-99BD,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Las Vegas to London,C5A0-9C7A-136B,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Data Transfer In from Google Services from Singapore to Singapore,C60B-9B3C-B624,1.103,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Seoul to Los Angeles,C69C-34F4-8682,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from South America to Virginia,C6FF-4B49-1376,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Delhi to Singapore,C71C-8C46-64B6,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Singapore to Zurich,C7E2-211A-96C7,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Las Vegas to Los Angeles,C7EC-830A-39E5,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Americas,C8EA-1A86-3D28,0.214,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Sao Paulo to EMEA,C9AD-A5FA-D0AE,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Data Transfer In from Google Services from Phoenix to Phoenix,C9B5-4EE3-0C5D,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Los Angeles to Finland,CB22-5D83-FB9E,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Data Transfer In via Carrier Peering Network - EMEA Based,CCB8-0A9C-50FA,0.003,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from China to Japan,CD0B-2CFC-062E,0.178,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Sydney to Americas,CD2E-8A37-FA48,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Milan to Americas,CD33-945A-B41F,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Las Vegas to Warsaw,CDCD-E6F7-C582,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Frankfurt,CE4A-8D2C-F3C2,0.002,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Americas to Phoenix,CF4D-B19B-7D56,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to EMEA,D011-1819-740D,0.094,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Montreal to Americas,D02C-D153-3B6A,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Zone Data Transfer In,D0CC-50DF-59D2,"382,370.73",gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Doha to Americas,D2DA-41CC-0B33,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Licensing Fee for Container-Optimized OS from Google (GPU cost),D307-D26E-76BC,"82,061.573",hour,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network VPN Intra Region Data Transfer In,D31D-6EF4-950B,77.679,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Licensing Fee for Ubuntu 20.04 LTS (Focal Fossa) (CPU cost),D39A-E0A6-C301,"6,987.937",hour,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Santiago to EMEA,D4A5-E051-0D84,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Japan to Singapore,D4DC-DA81-7CF0,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Las Vegas to Jakarta,D4E0-83B6-C8FD,0,gibibyte,0.00,-0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from London to EMEA,D5D0-F2B5-9176,0.005,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Singapore to Montreal,D5E0-D1AD-127C,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Americas to Montreal,D622-6D93-E282,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from EMEA to Netherlands,D6AD-8CF6-8806,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Las Vegas to Dammam,D6C3-FDA0-4691,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Finland to Americas,D72A-E5E4-973E,0.078,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Toronto to Japan,D774-1DDE-3671,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Doha to Los Angeles,D82D-D8F0-EF8C,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Virginia to Los Angeles,D85F-F719-70A4,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Africa to EMEA,D8CD-8B93-BC37,0.021,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Data Transfer to Google Services from Osaka to Osaka,D8FF-AEF3-AEA6,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Africa to Japan,D959-B8CE-6DB2,0.004,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Licensing Fee for Container-Optimized OS - PCID Whitelisted (CPU cost),DA21-2385-9025,"2,470,415.744",hour,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from EMEA to Los Angeles,DA99-5139-8C5C,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Berlin,DBFA-0FA4-9F4A,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Americas to EMEA,DC8E-1822-73ED,0.148,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Israel to Los Angeles,DCD6-B146-87A8,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from APAC to EMEA,DD20-AC43-4E32,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Hong Kong to EMEA,DDDA-B39D-DAB0,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Delhi to Japan,DE2E-5F99-2922,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Las Vegas to Montreal,DE58-EB17-F225,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Japan,DE89-F11A-D163,0.007,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Montreal,DEFD-7A25-7196,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Licensing Fee for Ubuntu 20.04 LTS (Focal Fossa) (CPU cost),DF89-9851-3C54,"1,325.464",hour,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Zurich,DFD4-1DAF-679F,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Dammam to Singapore,E072-224F-2448,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Columbus to Singapore,E0DC-9CC1-AD1A,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from EMEA to Warsaw,E0E9-2553-89AE,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Japan to Doha,E151-47F4-6747,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Jakarta to Las Vegas,E22C-063B-082E,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from South America to EMEA,E28E-EE6C-DB12,0.021,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Los Angeles to Dallas,E2E3-1F7A-ED3D,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Apac(Excluding Korea and Indonesia) to Belgium,E2FC-6ECB-EB48,0.238,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Salt Lake City to Japan,E308-FE6D-FD40,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Montreal to Los Angeles,E338-4EF8-D29B,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Phoenix to Americas,E338-6A25-E377,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Apac(Excluding Korea and Indonesia) to Tokyo,E380-5AA7-58AC,0.418,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Melbourne to EMEA,E3FA-2C64-BCFD,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Los Angeles to Las Vegas,E486-EBB8-3CBA,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Madrid to EMEA,E4C0-5913-6857,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Singapore to Sydney,E583-AD02-7322,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Delhi to Americas,E618-1B91-F89A,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Dallas to Americas,E6EE-8CA6-6FA0,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Storage PD Capacity in Columbus,E763-1A59-7698,5.686,gibibyte month,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Hong Kong to Apac(Excluding Korea and Indonesia),E7D1-5044-4A91,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Montreal to EMEA,E7FF-4690-0EB0,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from APAC to Los Angeles,E8A4-A0E8-1EE6,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Data Transfer In from Google Services from Sao Paulo to Sao Paulo,E8CC-F6FA-D8BA,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Berlin to EMEA,E936-15C8-4798,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Columbus to Japan,E9D4-0896-AC0E,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Toronto,EA63-657C-F08B,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Data Transfer to Google Services from Singapore to Singapore,EA96-9836-7E58,36.298,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Data Transfer to Google Services from Sao Paulo to Sao Paulo,EACD-B914-D38D,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from EMEA to Japan,EADB-B79F-E11D,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Los Angeles to Americas,EB55-92E0-41A2,0.523,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Los Angeles to Frankfurt,EB59-3230-FD98,0,gibibyte,0.00,-0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Los Angeles to Americas,EB67-3CB7-1BF5,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Americas to Los Angeles,EB7F-0483-FCC4,0.441,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Santiago to Japan,EBB9-D7AF-777C,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from EMEA to Madrid,EBEA-762A-BC12,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from APAC to Japan,EBF9-824C-0B1E,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Static Ip Charge in Virginia,EC8C-567B-4075,0.097,hour,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Los Angeles to Singapore,ED37-13AB-5712,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Los Angeles to Toronto,ED75-C37B-7D36,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Australia to Singapore,ED97-5D52-D3CC,0.005,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Sydney to Los Angeles,EE18-77A9-EBAF,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Licensing Fee for Ubuntu 16.04 (Xenial Xerus) (CPU cost),EE6A-FFA3-84D7,"1,445.669",hour,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Las Vegas to Santiago,EE7C-B025-89EC,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Africa to Americas,EF89-EF79-A587,0.682,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Mumbai to Las Vegas,F02A-007C-0A11,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Singapore to Santiago,F0F9-8AF9-1A6D,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Data Transfer In from Google Services from Paris to Paris,F108-A336-7842,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Singapore to Americas,F208-E30F-07D3,1.652,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Americas to Japan,F22E-AFD3-F740,0.014,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Mumbai to Los Angeles,F242-E00C-BF18,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Japan to Toronto,F261-E7D6-48C4,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Berlin to Los Angeles,F27F-7334-DA28,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Santiago,F39C-BBA9-BD47,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Apac(Excluding Korea and Indonesia) to Delhi,F3B9-BEC4-E49B,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Data Transfer In from Google Services from EMEA to EMEA,F456-C31A-8A75,0.017,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Japan to Osaka,F4ED-B19B-C706,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Data Transfer In from Google Services from Netherlands to Netherlands,F5F0-CCB4-6C97,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Sydney to EMEA,F6B1-E22C-0BBB,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Japan to Las Vegas,F6FC-1BEC-0919,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Santiago,F8B2-4024-BE6B,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from EMEA to Dammam,F8B3-644A-AE0F,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from EMEA to Zurich,F901-974D-8C85,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
